id,name,exchange_type,centralized,year_established,country,description,url,image,has_trading_incentive,trust_score,trust_score_rank,trade_volume_24h_btc,networks
kcex,KCEX,CEX,True,2021,Seychelles,"Founded in 2021, KCEX upholds the core values of “Users First, Security Above All.” The exchange strives to deliver reliable service, competitive fees, and a broad range of cryptocurrencies. Users can trade spot and futures with zero trading fees, zero withdrawal fees, and access more than 1,000 spot pairs and 500 futures pairs. The KCEX team comprises professionals from blockchain and finance fields, boasting extensive experience and technical expertise to ensure platform stability and security. The KCEX contract platform supports perpetual contracts for multiple mainstream cryptocurrencies, such as BTC and ETH, enabling users to participate flexibly in the market and pursue higher returns. We are committed to continuously expanding contract offerings to meet the needs of various investors. Our vision is to enable everyone to easily participate in the digital economy and enjoy the opportunities and value brought by digital assets.",https://kcex.com/,https://coin-images.coingecko.com/markets/images/11953/small/photo_2025-05-27_02-31-22.jpg?1748284326,False,7,51,43922.21973149165,
xt,XT.COM,CEX,True,2018,Seychelles,"By consistently expanding its ecosystem, XT.COM is dedicated to providing users with the most secure, trusted, and hassle-free digital asset trading services. Our exchange is built from a desire to give everyone access to digital assets regardless where you are. Founded in 2018, XT.COM now serves more than 6 million registered users, over 500,000+ monthly active users and 40+ million users in the ecosystem. Covering a rich variety of trading categories together with a NFT aggregated marketplace, our platform strives to cater to its large user base by providing a secure, trusted and intuitive trading experience. As the world’s first social-infused digital assets trading platform, XT.COM also supports social networking platform based transactions to make our crypto services more accessible to users all over the world. Furthermore, to ensure optimal data integrity and security, we see user security as our top priority at XT.COM.",https://www.xt.com/,https://coin-images.coingecko.com/markets/images/404/small/xt.png?1758800896,False,7,52,36389.729287694296,
bitvenus_spot,BVOX,CEX,True,2018,British Virgin Islands,"Founded in May 2018, our exchange offers reliable and efficient 24x7 spot and derivatives trading services. Our commitment to continual innovation has allowed us to launch state-of-the-art features, such as a copy trading function, which facilitates both novice and seasoned traders. This persistent focus on enhancement, fueled by a team of seasoned industry professionals, ensures that our product offerings remain top-tier, competitive, and user-friendly. We highly prioritize customer service, boasting a dedicated team ready to provide high-quality support whenever needed. Our dedicated compliance team works meticulously to ensure our trading environment is secure, adhering strictly to all regulatory requirements. All these efforts come together to create a trading platform that offers security, support, and innovative features that make trading both easy and rewarding.",https://www.bvox.com/,https://coin-images.coingecko.com/markets/images/1253/small/BVOX-%E5%9B%BE%E5%BD%A2%E6%A0%87-%E5%9C%86.png?1745501686,False,7,53,27756.545982176376,
biconomy,Biconomy.com,CEX,True,2019,British Virgin Islands,"Biconomy.com is a cryptocurrency trading and investment platform where users can easily buy, sell, exchange, and store cryptocurrencies. The platform is intuitive and beginner-friendly, supporting basic crypto transactions, digital wallets, and payments such as SEPA, SWIFT, etc. Established in October 2019, Biconomy.com currently serves over 1 million users and institutions globally, offering access to a wide range of assets and contracts across Spot and crypto derivatives like Futures and Options. The platform also includes features like Demo and Copy Trading, Launchpad projects, Earn and Kickstarter products, an NFT Marketplace, and more.",https://www.biconomy.com/en,https://coin-images.coingecko.com/markets/images/633/small/logo_B._200x200.png?1723787144,False,7,54,25550.75971871254,
p2pb2b,P2B,CEX,True,2018,Lithuania,"P2B is a top crypto platform in Europe and has gotten into the TOP-3 Crypto Exchanges by growth speed. It offers the best go-to-market experience to diverse crypto startups. At the exchange, investors can find a wide variety of newly-launched tokens. The platform attracts new crypto projects due to the high-level liquidity of the crypto exchange. One of the essential benefits of the crypto exchange is the high-level security of every launch and operation. It's in the TOP-15 in Cer.Live security rate. The exchange has 6-year-old experience in the crypto field and has presented more than 2,000 crypto projectsʼ launches. The go-to-market team of the exchange has designed a well-thought strategy for marketing and promoting newly-launched projects to enhance their liquidity and involve new investors. P2B offers a top-grade launchpad with extended functionality for newly-launched crypto projects. The platform offers additional liquidity services to support a token price after a listing stage and avoid a price drop. It doesn't have limitations, a ticket system, and doesn't hold tokens. The total amount of funds raised through launchpads is already more than $10 million, and the top results from one launchpad are $2+ million. P2B is popular among newly-launched crypto projects due to easy-to-go onboarding, a loyal listing requirement for the 1st listing, expertise, and well-designed tools for the project's promotion. The exchange also contributes to the development of WEB 3.0 by creating the Fund of Rising Stars to support projects with high potential and strong ideas. Join the prosperous P2B community—the #1 place to be in crypto. Get your exciting trading experience and earn fast and securely with 24/7 support.",https://p2pb2b.com/,https://coin-images.coingecko.com/markets/images/251/small/ow0xng56_400x400.jpeg?1706864347,False,7,55,22322.708550174975,
hibt,Hibt,CEX,True,2021,Canada,"Hibt is a digital asset trading service platform registered in Canada in 2021. It is committed to providing convenient, safe and reliable services to crypto asset investors.",https://hibt.com/,https://coin-images.coingecko.com/markets/images/11765/small/1000125652.jpg?1732085736,False,7,56,22168.58038906576,
qmall,QMall,CEX,True,2021,Lithuania,,https://qmall.io/,https://coin-images.coingecko.com/markets/images/1108/small/qmall.jpeg?1706865129,False,7,57,21533.572076452783,
zoomex,Zoomex,CEX,True,2021,Seychelles,"Founded in 2021, Zoomex is a global cryptocurrency trading platform that offers a streamlined user interface and aims to support efficient trading. The platform features a matching engine with millisecond-level response times and flexible identity verification options. Zoomex also supports a free trading system and provides trading access to users across various regions.",https://www.zoomex.com/en-US/,https://coin-images.coingecko.com/markets/images/11948/small/zoomex.png?1747987100,False,7,58,18571.66495290341,
bithumb,Bithumb,CEX,True,2014,South Korea,"Bithumb is one of South Korea's largest cryptocurrency exchanges, with a strong focus on security and compliance. With high daily trading volumes and a user-friendly interface, it caters primarily to the South Korean market while expanding its global reach.",https://www.bithumb.com/,https://coin-images.coingecko.com/markets/images/6/small/bithumb_BI.png?1706864248,False,7,59,15801.798786813179,
blofin_spot,BloFin,CEX,True,2023,Marshall Islands,"BloFin offers a diverse range of trading options, including futures and spot trading. Known for its robust security measures and user-friendly interface, BloFin caters to both novice and experienced traders, emphasizing transparency and fund safety.",https://blofin.com,https://coin-images.coingecko.com/markets/images/1645/small/blofin_logo.jpeg?1718852326,False,7,60,6978.632160179661,
phemex,Phemex,CEX,True,2019,Singapore,"Launched in 2019, Phemex is a Singapore-based cryptocurrency and derivatives trading platform led by former Morgan Stanley executives. Serving around 5 million active users in over 200 countries, Phemex supports 150+ trading pairs with up to 100x leverage. - Fee Structure: 0.1% for both maker and taker - Contract Fee Structure: 0.01% for maker and 0.06% for taker - Up to $100 Welcome Bonus for new users - Earn up to 8.5% APY interest income on crypto assets - Free academy with 450+ carefully curated articles about crypto & trading - Security: Hierarchical Deterministic Cold Wallet System with 2-level human scrutiny offline signatures.",https://phemex.com/,https://coin-images.coingecko.com/markets/images/564/small/phemex_logo.png?1706864519,False,7,61,5731.612685924344,
bitdelta,BitDelta,CEX,True,2023,Vanuatu,"BitDelta is a global trading platform servicing in 120+ countries with a mission to revolutionize the financial landscape by empowering young individuals and ambitious investors to ignite their trading journey. The platform offers a comprehensive trading experience through a range of innovative features, like Spot Trading, Card Crypto Purchases, Token Launchpad Services and more. Along with these features, BitDelta users are able to diversify their portfolios into a variety of assets, all while using a highly secure asset custodian. With a steadfast commitment to making trading accessible for all, BitDelta aims to create a sophisticated and engaging trading experience where every trade counts.",https://bitdelta.com/,https://coin-images.coingecko.com/markets/images/1317/small/BD_icon_200x200.png?1750403938,False,7,62,5482.994304582916,
pointpay,PointPay,CEX,True,2018,Saint Vincent and the Grenadines,,https://exchange.pointpay.io/,https://coin-images.coingecko.com/markets/images/1060/small/pointpay_logo2.png?1716858068,False,7,63,4938.145948995425,
bydfi,BYDFi,CEX,True,2020,,,https://www.bydfi.com/en,https://coin-images.coingecko.com/markets/images/1186/small/ce9bee68-163f-485c-bf30-e564bee117c9.jpeg?1752056235,False,7,64,3645.7567490053048,
bitvavo,Bitvavo,CEX,True,2018,Netherlands,,https://bitvavo.com/en,https://coin-images.coingecko.com/markets/images/714/small/bitvavo-mark-square-black.png?1706864670,False,7,65,3574.907501924656,
orangex,OrangeX,CEX,True,2021,Seychelles,"Registered in Seychelles, OrangeX is a trading company with the combined strengths of skilled staff and the experience of core financial technical expertise.",https://www.orangex.com/,https://coin-images.coingecko.com/markets/images/1272/small/Subtract.png?1706865272,False,7,66,3564.4742761565435,
bitkan,BitKan,CEX,True,2012,British Virgin Islands,"BitKan is a leading cryptocurrency broker exchange, partnering with over 7 major exchanges, including Binance and OKX. Through BitKan, users can access the combined trading depth of thousands of crypto tokens across multiple platforms—all with a single BitKan account. Established in 2012, BitKan officially launched its trading platform in 2019, supporting millions of users worldwide in exploring and trading digital assets. Whether you’re new to cryptocurrency or an experienced trader, we offer a comprehensive range of intuitive tools and services comprising Spot Trading, Futures Trading, Bot Trading, and more. Our mission is to simplify the process of buying, selling, and managing crypto, empowering users to trade with confidence. Security is our top priority at BitKan. We employ advanced technologies and rigorous protocols to ensure a secure and trustworthy trading environment. We take pride in providing a platform where users can trade safely, with security and trust as the cornerstones of our business. All of BitKan’s features are available on both iOS and Android mobile apps, as well as on desktop, giving you access to the world of crypto anytime, anywhere.",https://www.bitkan.com,https://coin-images.coingecko.com/markets/images/21985/small/Official_BitKan_Logo_%28For_CoinGecko_Exchange_Listing%29.png?1750910878,False,7,67,3452.1321448180174,
dextrade,Dex-Trade,CEX,True,2019,Belize,"Dex-Trade is a centralized cryptocurrency exchange founded in 2017 and registered in Belize. This is a modern space for safe and comfortable trading with minimal commissions. Dex-Trade is a universal exchange for both beginners and professional traders. The minimum spread and high liquidity in order books allow you to trade efficiently with orders of any volume. Along with global opportunities, the exchange also provides a demo trading mode for risk-free testing of your trading strategies. Our dedicated support team is online 24/7 to assist you with any questions. You can learn more about Dex-Trade on the website. https://dex-trade.com/info/about If you are looking for listing and promotion options with Dex-Trade please visit our listing page and a personal manager will help you to utilize our proven tools and intelligent market-making system to engage with the vast exchange community in the best possible way. https://dex-trade.com/listing",https://dex-trade.com/,https://coin-images.coingecko.com/markets/images/380/small/Dex-Trade.png?1706864395,False,7,68,3115.44544293992,
cointr,CoinTR,CEX,True,2022,Turkey,"What is CoinTR? : CoinTR, founded in 2022, is a fully regulated local cryptocurrency exchange headquartered in Istanbul, Türkiye, dedicated to providing users in Türkiye with secure and compliant trading services. The exchange boasts a team of experts with a wealth of knowledge from a variety of top crypto exchanges and is committed to fostering the growth of local crypto-oriented and Web3 industries. CoinTR also actively collaborates with several industry partners to continuously create new opportunities for regional economic growth. Ali Eselioglu, former Deputy Executive Director of the Central Bank of the Republic of Türkiye, is currently serving as the CEO of CoinTR. Şakir Ercan GÜL, the former Deputy Minister of Finance, as well as the former Chairman of the Savings Deposit Insurance Fund, is currently serving as the Chairman of the Board at CoinTR. Ergun AKINCI, currently Chief Adviser to the Central Bank of Türkiye, and Mehmet Emin KARAAGAC, former Deputy Governor of Vakifbank, serves as CoinTR Board Members. Yakup DEMİR, BDDK Senior Banking Former Chief Expert, Manager, Deputy Head of Department, serves as CoinTR's Compliance Officer. CoinTR designed and developed the 3rd generation trading system, focusing on providing users the most secure and stable trading experience. In addition to providing diverse tools including Spot Trading, Launchpad, Launchpool and fiat on-ramp; CoinTR offers over 150+ cryptocurrencies for users to buy, sell, and trade. CoinTR lists 10 new tokens with both USDT and TRY (if available) trading pairs weekly on average to keep users up-to-date with the global market trends.",https://www.cointr.com,https://coin-images.coingecko.com/markets/images/1028/small/COINTR_AMBLEM-01.jpg?1731456624,False,7,69,2329.4572446806806,
btse,BTSE,CEX,True,2018,British Virgin Islands,"BTSE is a leading digital asset exchange that empowers users by offering a simple and secure way to trade. Its growing suite of financial services is designed to bridge traditional finance with digital assets solutions. BTSE's innovative technology offers a set of digital financial solutions featuring multi-currency spot and derivatives trading, in addition to NFT and exchange white labels, over-the-counter (OTC) trading, asset management, and payment gateways. Additionally, BTSE provides an all-in-one order book, strict security protocols, an insurance fund, cold storage for more than 99% of assets and no withdrawal limits on over 12 fiat currencies and 100 cryptocurrencies.",https://www.btse.com/,https://coin-images.coingecko.com/markets/images/464/small/BTSE.jpg?1706864449,False,7,70,1880.5183282947341,
bitflyer,bitFlyer,CEX,True,2014,Japan,,https://bitflyer.com/en-eu/,https://coin-images.coingecko.com/markets/images/5/small/bitFlyer-logo.png?1706864247,False,7,71,1127.937723355619,
coincatch,CoinCatch,CEX,True,2022,British Virgin Islands,"CoinCatch is a cryptocurrency exchange with a mission to be built with KOLs for traders. The platform is user-friendly and feature-rich, with a focus on security and reliability. It offers spot and derivative trading services for most major coins in the market, and operates a customer support center around the clock to address any concerns, providing the best trading experience possible. For more information, visit https://www.coincatch.com/en/.",https://www.coincatch.com/en,https://coin-images.coingecko.com/markets/images/1214/small/CoinCatch_New_Logo.jpeg?1729059088,False,7,72,1001.094926706683,
bitcastle,bitcastle,CEX,True,2019,Lithuania,"bitcastle is all in one global platform including crypto trading, FX trading and binary option trading first launched in July 2019. In May 2022, bitcastle renewed it's platform with a brand new user interface, new features and token listings. With offices in Singapore, Vietnam and Japan, bitcastle maximizes the strengths of the diverse team with various experiences to deliver the best financial services for its users. Notable features of the platform include 0% trading fee for major currency pairs and High & Low binary trading option. bitcastle High & Low option allows users to see return on their investment in as little as 5 seconds, which is the fastest period in the world. bitcastle aims to be a platform that can be enjoyed by both seasoned traders as well as beginners. CASTLE is bitcastle's native token. CASTLE can be used to reduce transaction fees on the platform by up to 60%. At selected intervals, 20% of bitcastle's profits will be used to buy back CASTLE tokens, and burn them. The bitcastle apps is now available for both android and IOS, enabling users to access it's platform.",https://bitcastle.io/en,https://coin-images.coingecko.com/markets/images/1341/small/bitcastle_logo.png?1706865343,False,7,73,947.8840625636263,
max_maicoin,Max Maicoin,CEX,True,2018,Taiwan,,https://max.maicoin.com,https://coin-images.coingecko.com/markets/images/218/small/max.jpg?1706864331,False,7,74,397.41359820619647,
bitopro,BitoPro,CEX,True,2018,Taiwan,"BitoPro is a cryptocurrency exchange, offering a user-friendly platform for trading various digital assets with a focus on security and regulatory compliance. It provides additional services like digital wallets and financial solutions, catering to both individual and institutional users in the region.",https://www.bitopro.com/,https://coin-images.coingecko.com/markets/images/358/small/bitopro_coingecko_250x250_%281%29.png?1706864386,False,7,75,359.4127840236899,
korbit,Korbit,CEX,True,2013,South Korea,,https://www.korbit.co.kr/,https://coin-images.coingecko.com/markets/images/28/small/korbit-logo.png?1706864263,False,7,76,295.21477471544176,
okcoin-japan,OKJ,CEX,True,2017,Japan,"Our company was established as the Japanese corporation of OK Group and is operating under a structure compliant with Japanese laws and regulations as a registered cryptocurrency exchange business with the Financial Services Agency. Additionally, by utilizing the group's advanced technology, products, and the know-how accumulated over the years, we are flexibly responding to market needs and will contribute to the revitalization of Japan's WEB3.0 (crypto asset-related business).",https://www.okcoin.jp/,https://coin-images.coingecko.com/markets/images/1420/small/Logo%E9%BB%92x%E7%99%BD.png?1737085191,False,7,77,254.12291629721318,
foxbit,Foxbit,CEX,True,2014,Brazil,,https://foxbit.com.br/,https://coin-images.coingecko.com/markets/images/864/small/foxbit.jpeg?1706864880,False,7,78,204.67226663659048,
earnbit,EarnBIT,CEX,True,2022,Lithuania,"EarnBIT is an innovative cryptocurrency exchange platform with a unique ecosystem for traders and content creators. It offers a comprehensive suite of tools for safe spot trading, crypto storage, and other financial services, including the first Stellar Launchpad, Staking Pool, and a robust multilevel referral system. The CEX is a foundation for a video streaming service. EarnBIT aims to bridge the gap between trading and streaming communities, enabling users to watch, broadcast, and monetize their content using the proprietary EBT utility token. The Launchpad helps startups kick-start game-changing ideas with smooth onboarding, expert help, supercharged exposure, diverse community-building tools, and smooth payments. The video streaming integration will foster higher engagement, provide new marketing opportunities, and attract a broader user base with features like Trust-based Trading Streamer Leaderboards, AI-based Content Moderation, and Advanced Advertising Models.",https://earnbit.com/,https://coin-images.coingecko.com/markets/images/1686/small/earnbit.png?1756173392,False,7,79,204.89901756356525,
lcx,LCX Exchange,CEX,True,2020,Liechtenstein,"The LCX Exchange Is a Regulated Trading Venue Offering a Range of Digital Currencies. LCX aims to build the new infrastructure for digital finance, focusing on all aspects of compliance and regulation. Investing to build AML and KYC technology solutions at the institutional and consumer level, including on-chain analytics and surveillance for all crypto deposits and withdrawals. LCX is continuously engaging with policy makers, regulators and financial institutions and will routinely participate in financial and security audits, as well as regulatory compliance reviews. In 2020 LCX secured approvals of 8 blockchain registrations with the registration Nr 288159. Allowing LCX to offer the broadest scope of blockchain services – alongside our sophisticated crypto compliance suite.",https://exchange.lcx.com/,https://coin-images.coingecko.com/markets/images/638/small/LCX.jpg?1706864585,False,7,80,113.66773649630028,
nami_exchange,Nami Exchange,CEX,True,2017,Singapore,,https://nami.exchange/,https://coin-images.coingecko.com/markets/images/550/small/namiexchange_logo_200x200.png?1706864517,False,7,81,69.98439334600582,
wootrade,WOO X,CEX,True,2019,Seychelles,WOO X is a global centralized crypto futures and spot trading platform offering best-in-class liquidity and price execution. WOO X has an average daily volume exceeding $600 million and is home to hundreds of thousands of traders worldwide. WOO X traders benefit from radical transparency through our industry-first live Proof of Reserves & liabilities dashboard and the company's mission to maintain the trust of its growing community of traders.,https://woox.io/,https://coin-images.coingecko.com/markets/images/683/small/woo.png?1706864629,False,7,82,49.30410270485226,
bitlo,Bitlo,CEX,True,2018,Turkey,,https://www.bitlo.com/,https://coin-images.coingecko.com/markets/images/968/small/bitlo-logo-b.png?1706864959,False,7,83,26.028005070925783,
ondo_global_markets,Ondo Global Markets,CEX,True,2025,British Virgin Islands,,https://ondo.finance/global-markets,https://coin-images.coingecko.com/markets/images/22079/small/images.png?1756437723,False,7,84,24.775410799741582,
bitpanda,One Trading,CEX,True,2019,Italy,"One Trading, formerly Bitpanda Pro, is a centralized cryptocurrency exchange established in 2019. One Trading holds a Virtual Assets Service Provider (VASP) licence in Italy with the Italian regulator, Organismo degli Agenti e dei Mediatori (OAM).",https://exchange.onetrading.com/,https://coin-images.coingecko.com/markets/images/474/small/app-icon_%281%29.png?1740474944,False,7,85,3.944347786563452,
bitmex_spot,BitMEX,CEX,True,2022,Seychelles,,https://www.bitmex.com/spot/,https://coin-images.coingecko.com/markets/images/866/small/bitmex.jpeg?1706864881,False,7,86,1.9615182070604502,
azbit,Azbit,CEX,True,2018,Seychelles,"Azbit is a new generation exchange offering the most in-demand services on the market. Spot exchange, margin trading, crypto-backed loans.",https://azbit.com/,https://coin-images.coingecko.com/markets/images/787/small/logo.png?1706864819,False,6,87,59367.030998522816,
grovex,GroveX,CEX,True,2022,Australia,"GroveX is a cutting-edge cryptocurrency exchange registered in Australia designed to set new standards in the digital currency exchange world. With a vision to simplify and enhance the trading experience for beginners and seasoned traders, GroveX combines many features, focusing on diversity, efficiency, security, and user privacy. Extensive Trading Pairs and Chain Support: GroveX offers an array of trading pairs, catering to various trading preferences and strategies. Additionally, the platform supports over ten different blockchain networks, facilitating smooth and versatile transactions across multiple ecosystems. High-Speed Transactions and Low Fees: Speed and cost-efficiency are paramount in the fast-paced world of cryptocurrency trading. GroveX excels in both, offering high-speed transactions and boasting the lowest trading fees in the industry, pegged at just 0.1%. This makes it a beautiful platform for traders aiming to maximize their returns. Uncompromised Security: At GroveX, the safety of user funds is of the utmost importance. The platform employs state-of-the-art security measures to protect users' assets, offering peace of mind in an industry plagued by security concerns. This commitment to security ensures that traders can operate confidently, knowing their investments are well protected. Privacy-Oriented Approach with No-KYC Policy: Respecting the growing demand for privacy, GroveX implements a no-KYC (Know Your Customer) policy for crypto-to-crypto trades for up to $10K US in withdrawal or deposit, plus any fiat to crypto and crypto to fiat require KYC. This approach streamlines the trading process, allowing quicker and more private transactions without extensive personal verification. Future-Ready Design: GroveX is not just built for today's market but is designed with the future in mind. The platform's architecture considers upcoming developments in the crypto space, ensuring it remains at the forefront of technology and user needs.",https://GroveX.io,https://coin-images.coingecko.com/markets/images/11852/small/Copy_of_GRXCHAIN.io_%28512_x_512_px%29.png?1754622658,False,6,88,35089.20056478832,
deepcoin,Deepcoin,CEX,True,2018,Seychelles,"Deepcoin Exchange offers groundbreaking tools for you to buy and sell over 120 cryptocurrencies. Since 2018, we have provided a secure and reliable way for you to invest in spot and futures trading to our over 1 million users.",https://www.deepcoin.com/,https://coin-images.coingecko.com/markets/images/1005/small/deepcoin.jpeg?1706864992,False,6,89,21934.008744608673,
bigone,BigONE,CEX,True,2017,Seychelles,"BigONE is a global cryptocurrency exchange, offering a platform for trading various cryptocurrencies with a focus on security and user experience.",https://bigone.com,https://coin-images.coingecko.com/markets/images/100/small/qcFFufEY_400x400.jpg?1706864287,False,6,91,9902.795024704115,
icrypex,Icrypex,CEX,True,2018,Turkey,"Welcome to ICRYPEX - where the future of finance is being reimagined through cutting-edge cryptocurrency and digital asset solutions. Since our inception in Istanbul in 2018, we have swiftly risen to become Turkey's leading corporate cryptocurrency exchange, serving millions of users, and now set to expand our global footprint. Holding a VASP license in two European Union countries and facilitating EUR, USD, TRY, RUB transfers, and more, ICRYPEX stands at the forefront of the crypto revolution, fostering innovation, accessibility, and trust. Our foundation rests on innovation and financial responsibility, guiding us to provide a seamless, user-friendly experience while upholding complete transparency. With a robust product range, lightning-fast transactions, and competitively low commissions, ICRYPEX offers a global platform that confidently empowers users to explore the exciting world of digital assets. At ICRYPEX, we believe in fostering well-informed trades, and in supporting this, we've gathered a team of cryptocurrency experts ready to assist you at any hour. Our commitment to round-the-clock customer support ensures you'll never face the crypto journey alone. But we're more than just an exchange. ICRYPEX takes pride in giving back to society. We passionately support sports, nurture young athletes, promote education, and raise financial literacy levels, making a meaningful impact on the lives of many. Trust in Crypto. Speed in Crypto. Transparency in Crypto. Accessibility in Crypto. This is what defines ICRYPEX - where rich opportunities await. As Turkey's premier corporate cryptocurrency exchange, ICRYPEX is built on a foundation of secure, fast, and reliable trading capabilities, elevating your investment experience to unparalleled heights. Our commitment to global accessibility is evident in our self-managed order books, nodes, and trading and matching engines. We've tailored our platform to host a diverse range of cryptocurrencies, over 168 pairs, from established players like Bitcoin, Ethereum, and Ripple, to ARB, APT, ChainLink, and AVAX. At ICRYPEX, we believe in personalized service. That's why we stand as Turkey's pioneering exchange with dedicated customer representatives available 24/7. Our goal is to make your journey seamless, whether you're a seasoned investor or just taking your first steps into the crypto realm. We are driven by the promise of Web 3.0, seeking to empower Turkey's presence in the blockchain universe. With a firm belief in local talent and Turkish capital, we've crafted an infrastructure that's secure, transparent, and fast - all from day one. ICRYPEX's unwavering commitment to effective communication is showcased in our 24/7 support and transparent auditing practices. As a forward-thinking industry leader, we continually invest in research and development to advance the Turkish cryptocurrency ecosystem and raise blockchain technology awareness throughout the nation. But our vision doesn't stop at Turkey's borders. ICRYPEX is expanding its global reach, catering to clients of all sizes and locations. From large corporations to small and medium-sized businesses, our platform is designed to meet diverse needs. We offer a customizable white-label solution, allowing large corporations to tailor the platform to their own branding and requirements. At ICRYPEX, we combine cutting-edge technology with a customer-centric approach, redefining the cryptocurrency trading experience. So come, step into the future of finance, where endless possibilities await. Join us at ICRYPEX, the frontier of innovation in the world of digital assets.",https://www.icrypex.com/en,https://coin-images.coingecko.com/markets/images/1222/small/X.png?1706865230,False,6,92,9395.7849699099,
pancakeswap_new,PancakeSwap (v2),CEX,True,2020,,,https://pancakeswap.finance,https://coin-images.coingecko.com/markets/images/687/small/pancakeswap.jpeg?1706864634,False,6,96,5085.433204907334,
fluid,Fluid (Ethereum),CEX,True,2024,British Virgin Islands,,https://fluid.io/,https://coin-images.coingecko.com/markets/images/11940/small/Fluid_logo.png?1745915369,False,6,97,4957.705139829969,
hyperliquid-spot,Hyperliquid,CEX,True,2024,Cayman Islands,The decentralized spot exchange on the Hyperliquid L1.,https://hyperfoundation.org/,https://coin-images.coingecko.com/markets/images/1571/small/PFP.png?1714470912,False,6,99,4396.154370174846,
bitcoin_com,FMFW.io,CEX,True,2019,Bahamas,"The mission of FMFW.io is to empower people from all over the world to trade cryptocurrencies with ease and confidence, from first-time traders to advanced trading professionals. With high liquidity, 24/7 multilingual support and dozens of trading pairs, complemented with a high level of security, we offer an attractive platform for trading any cryptocurrency. Within one year since launch, on average, our exchange has been visited by more than 500K active traders per month, and this number continues to grow as you read this sentence. Key Features: - Enjoy more than 130 available trading pairs - Cutting-edge matching engine technologies - Up 5x and 10x leverage for more than 29 markets - Deep liquidity - User-friendly trading terminal - Tight spreads - Consistent trading competitions and giveaways",https://fmfw.io/,https://coin-images.coingecko.com/markets/images/467/small/fmfw.png?1706864453,False,6,100,3781.3824649761546,
latoken,LATOKEN,CEX,True,2017,Cayman Islands,"LATOKEN is a cryptocurrency exchange, recognized as a leading platform for Initial Exchange Offerings (IEOs).",https://latoken.com/,https://coin-images.coingecko.com/markets/images/124/small/latoken.png?1706864301,False,6,102,3639.9959686972816,
trubit,Trubit,CEX,True,2022,British Virgin Islands,,https://www.trubit.com/,https://coin-images.coingecko.com/markets/images/1103/small/trubit.png?1706865122,False,6,103,3383.875195615106,
pancakeswap-infinity-clmm,Pancakeswap Infinity CLMM (BSC),CEX,True,,,,https://pancakeswap.finance/swap,https://coin-images.coingecko.com/markets/images/22044/small/pancake.png?1755066621,False,6,104,3248.3658579372645,
aster-spot,Aster,CEX,True,2025,Seychelles,"Aster is a next-generation decentralized exchange offering both Perpetual and Spot trading, designed as a one-stop onchain venue for global crypto traders. It features MEV-free, one-click execution in Simple Mode. Pro Mode adds 24/7 stock perpetuals, Hidden Orders, and grid trading, available across BNB Chain, Ethereum, Solana, and Arbitrum. Its unique edge lies in the ability to offer liquid-staking tokens (asBNB) or yield-generating stablecoins (USDF) as collateral, unlocking unparalleled capital efficiency. Powered by Aster Chain, a high-performance and privacy-focused L1, and backed by YZi Labs, Aster is building the future of DeFi: fast, flexible, and community-first.",https://www.asterdex.com/en/spot/CDLUSD1,https://coin-images.coingecko.com/markets/images/22102/small/_ASTER.png?1758244334,False,6,106,2257.2599031020645,
bitci,SAFEbit,CEX,True,2018,Turkey,"SAFEbit is a next-generation digital asset service provider that emerged from the restructuring of the digital asset trading platform owned by Bitci Teknoloji A.Ş., originally established in 2018.In 2025, through a comprehensive transformation process, the corporate structure, technological infrastructure, internal control systems, and regulatory compliance framework were fully redesigned to enhance service quality under the SAFEbit brand.Background and Transformation Process:Bitci Teknoloji A.Ş. has been one of the pioneering initiatives in Turkey’s crypto asset market since 2018, reaching a significant user base over the years. Driven by industry developments, growing user volume, evolving regulatory requirements, and the goal of improving financial service quality, a complete restructuring was initiated. During this process: * The management team was reorganized, appointing experienced senior executives with extensive public and private sector backgrounds. * Internal control, risk management, and compliance mechanisms were enhanced in line with Turkish laws and international best practices. * Technological infrastructure was completely renewed, implementing multi-layered security systems and independent audit processes to ensure the safety of user assets. * The SAFEbit brand has been positioned to stand for transparency, reliability, and full regulatory compliance. Regulatory Compliance: SAFEbit operates fully in accordance with the laws and secondary regulations of the Republic of Turkey. Our KYC (Know Your Customer) and AML (Anti-Money Laundering) processes are structured in compliance with MASAK regulations. * Customer asset protection processes are carefully designed to safeguard user rights. * Internal audit, internal control, and compliance functions are organized as separate units with competent and experienced personnel. * Monthly wallet reports are provided with a focus on transparency. * Platform systems are regularly monitored under the supervision of independent audit firms. Banking Integrations: SAFEbit has direct integration with many banks operating in Turkey for deposit and withdrawal operations. Users can perform Turkish Lira transactions quickly, securely, and in full compliance with local regulations.Future Vision:SAFEbit is committed to continuously updating its technological infrastructure, maintaining full regulatory compliance, and prioritizing user asset security. Our goal is to contribute to the growth of Turkey’s digital asset markets on a secure, transparent, and auditable basis and to maintain operations fully aligned with national regulatory frameworks.",https://www.safebit.com.tr,https://coin-images.coingecko.com/markets/images/450/small/safebit.png?1748936587,False,6,108,1973.8619086173037,
fastex,Fastex,CEX,True,2022,Lithuania,,https://exchange.fastex.com/,https://coin-images.coingecko.com/markets/images/1091/small/fastex.png?1706865112,False,6,109,1607.4878089568522,
